,Регион отбытия,Регион прибытия,Год,Всего мигрантов в возрасте 14 лет и более,Военно-служащие,Руководители,"Специалисты высшего уровня квалификации, всего",Специалисты ВУК в области науки и техники,Специалисты ВУК в области здраво-охранения,Специалисты ВУК в области образования,Специалисты ВУК в сфере бизнеса и администрирования,Специалисты ВУК по инфор-мационно-коммуникационным технологиям (ИКТ),"Специалисты ВУК в области права, гуманитарных областей и культуры",Специалисты среднего уровня квалификации всего,В области науки и техники,Средний медицинский персонал здравоохранения,Специалисты (ср.квал) по экономической и административной деятельности,"Специалитсы (ср. квал) в области правовой, социальной работы, культуры, спорта и родственных занятий",Специалитсы (ср. квал) в области информационно-коммуникационным технологиям (ИКТ),"Служащие, занятые подготовкой и оформлением документации, учетом и обслуживанием, всего",Служащие общего профиля и обслуживающие офисную технику,Служащие сферы обслуживания населения,Служащие в сфере обработки числовой информации и учета материальных ценностей,"Работники сферы обслуживания и торговли, охраны граждан и собственности","Квалифицированные работники сельского и лесного хозяйства, рыбоводства и рыболовства","Квалифицированные рабочие промышленности, строительства, транспорта и рабочие родственных занятий","Операторы производственных установок и машин, сборщики и водители",Неквалифицированные рабочие,Не указано
13484,Республика Ингушетия,Кабардино-Балкарская Республика,2020,28,1,0,1,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,4,0,0,0,6,14
13485,Кабардино-Балкарская Республика,Кабардино-Балкарская Республика,2020,2072,2,11,117,9,20,49,24,4,10,70,8,28,18,12,2,63,10,51,2,106,31,71,10,144,1336
13486,Карачаево-Черкесская Республика,Кабардино-Балкарская Республика,2020,72,1,0,10,1,2,6,0,0,1,15,1,1,0,2,1,4,0,4,0,2,1,1,0,1,31
13487,Республика Северная Осетия- Алания,Кабардино-Балкарская Республика,2020,224,2,0,6,0,3,2,1,0,0,6,0,2,1,2,0,3,0,2,1,6,4,1,0,19,98
13488,Чеченская Республика,Кабардино-Балкарская Республика,2020,73,2,0,2,0,0,2,0,0,0,3,0,0,0,1,1,2,0,2,0,7,0,0,1,16,32
13489,Ставропольский край,Кабардино-Балкарская Республика,2020,692,8,2,26,2,8,8,2,2,1,23,2,7,2,5,4,16,0,12,0,15,2,11,1,48,262
13490,Приволжский федеральный округ,Кабардино-Балкарская Республика,2020,237,5,1,14,3,1,3,4,1,2,13,3,1,4,2,0,2,0,1,0,7,2,2,0,12,106
13491,Республика Башкортостан,Кабардино-Балкарская Республика,2020,20,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,14
13492,Республика Марий Эл,Кабардино-Балкарская Республика,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13493,Республика Мордовия,Кабардино-Балкарская Республика,2020,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3
13494,Республика Татарстан(Татарстан),Кабардино-Балкарская Республика,2020,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5
13495,Удмуртская Республика,Кабардино-Балкарская Республика,2020,10,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6
13496,Чувашская Республика(Чувашия),Кабардино-Балкарская Республика,2020,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
13497,Пермский край,Кабардино-Балкарская Республика,2020,16,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,8
13498,Кировская область,Кабардино-Балкарская Республика,2020,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4
13499,Hижегородская область,Кабардино-Балкарская Республика,2020,23,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7
13500,Оренбургская область,Кабардино-Балкарская Республика,2020,13,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7
13501,Пензенская область,Кабардино-Балкарская Республика,2020,16,0,0,2,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,7
13502,Самарская область,Кабардино-Балкарская Республика,2020,31,0,0,4,2,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,2,0,1,0,2,13
13503,Саратовская область,Кабардино-Балкарская Республика,2020,59,0,0,3,0,0,2,0,0,1,4,1,0,1,0,0,0,0,0,0,0,1,0,0,2,26
13504,Ульяновская область,Кабардино-Балкарская Республика,2020,12,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3
13505,Уральский федеральный округ,Кабардино-Балкарская Республика,2020,150,1,0,8,2,1,0,2,0,1,8,1,3,0,1,0,2,0,1,0,6,0,6,1,14,59
13506,Курганская область,Кабардино-Балкарская Республика,2020,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
13507,Свердловская область,Кабардино-Балкарская Республика,2020,29,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,0,3,0,1,9
13508,Тюменская область,Кабардино-Балкарская Республика,2020,93,1,0,6,2,1,0,1,0,1,6,1,2,0,1,0,1,0,0,0,4,0,3,1,10,38
13509,Ханты-Мансийский автономный округ,Кабардино-Балкарская Республика,2020,48,1,0,4,2,0,0,1,0,0,5,1,2,0,0,0,1,0,0,0,4,0,2,1,4,16
13510,Ямало-Hенецкий автономный округ,Кабардино-Балкарская Республика,2020,33,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,5,14
13511,Тюменская область без авт. округов,Кабардино-Балкарская Республика,2020,12,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
13512,Челябинская область,Кабардино-Балкарская Республика,2020,23,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,8
13513,Сибирский федеральный округ,Кабардино-Балкарская Республика,2020,97,0,0,2,0,1,1,0,0,0,3,1,0,0,0,0,2,0,1,1,4,1,4,0,7,36
13514,Республика Алтай,Кабардино-Балкарская Республика,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13515,Республика Тыва,Кабардино-Балкарская Республика,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13516,Республика Хакасия,Кабардино-Балкарская Республика,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13517,Алтайский край,Кабардино-Балкарская Республика,2020,12,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5
13518,Красноярский край,Кабардино-Балкарская Республика,2020,28,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,3,0,5,6
13519,Иркутская область,Кабардино-Балкарская Республика,2020,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13520,Кемеровская область,Кабардино-Балкарская Республика,2020,13,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4
13521,Новосибирская область,Кабардино-Балкарская Республика,2020,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10
13522,Омская область,Кабардино-Балкарская Республика,2020,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,9
13523,Томская область,Кабардино-Балкарская Республика,2020,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
13524,Дальневосточный федеральный округ,Кабардино-Балкарская Республика,2020,75,0,1,5,1,2,0,1,0,0,4,1,1,0,0,1,1,0,1,0,5,0,4,1,3,21
13525,Республика Бурятия,Кабардино-Балкарская Республика,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13526,Республика Саха (Якутия),Кабардино-Балкарская Республика,2020,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4
13527,Забайкальский край,Кабардино-Балкарская Республика,2020,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1
13528,Камчатский край,Кабардино-Балкарская Республика,2020,7,0,0,3,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
13529,Приморский край,Кабардино-Балкарская Республика,2020,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,4
13530,Хабаровский край,Кабардино-Балкарская Республика,2020,13,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,1,1,0,1
13531,Амурская область,Кабардино-Балкарская Республика,2020,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3
13532,Магаданская область,Кабардино-Балкарская Республика,2020,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13533,Сахалинская область,Кабардино-Балкарская Республика,2020,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13534,Еврейская автономная область,Кабардино-Балкарская Республика,2020,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
13535,Чукотский авт.округ,Кабардино-Балкарская Республика,2020,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
13536,Российская Федерация,Карачаево-Черкесская Республика,2020,8067,84,81,629,74,130,207,99,25,63,447,61,143,89,82,20,208,33,135,8,122,37,115,44,393,4251
13537,Центральный федеральный округ,Карачаево-Черкесская Республика,2020,738,10,8,49,7,9,14,5,4,3,35,6,6,9,6,2,11,3,6,0,14,1,9,2,9,305
13538,Белгородская область,Карачаево-Черкесская Республика,2020,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
13539,Брянская область,Карачаево-Черкесская Республика,2020,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
13540,Владимирская область,Карачаево-Черкесская Республика,2020,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3
13541,Воронежская область,Карачаево-Черкесская Республика,2020,33,0,0,2,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11
13542,Ивановская область,Карачаево-Черкесская Республика,2020,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
13543,Калужская область,Карачаево-Черкесская Республика,2020,10,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,0,0,3
13544,Костромская область,Карачаево-Черкесская Республика,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13545,Курская область,Карачаево-Черкесская Республика,2020,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
13546,Липецкая область,Карачаево-Черкесская Республика,2020,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6
13547,Московская область,Карачаево-Черкесская Республика,2020,227,7,2,30,3,6,8,4,4,0,14,2,1,3,4,1,5,1,3,0,8,0,4,1,3,79
13548,Орловская область,Карачаево-Черкесская Республика,2020,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
13549,Рязанская область,Карачаево-Черкесская Республика,2020,14,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4
13550,Смоленская область,Карачаево-Черкесская Республика,2020,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4
13551,Тамбовская область,Карачаево-Черкесская Республика,2020,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
13552,Тверская область,Карачаево-Черкесская Республика,2020,9,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4
13553,Тульская область,Карачаево-Черкесская Республика,2020,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
13554,Ярославская область,Карачаево-Черкесская Республика,2020,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13555,г.Москва,Карачаево-Черкесская Республика,2020,375,1,5,13,3,3,5,0,0,2,16,2,4,4,2,1,5,2,2,0,1,1,0,0,4,168
13556,Северо-Западный федеральный округ,Карачаево-Черкесская Республика,2020,219,2,1,25,4,4,7,4,1,1,8,0,2,2,0,0,6,2,2,0,1,2,6,3,3,74
13557,Республика Карелия,Карачаево-Черкесская Республика,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
13558,Республика Коми,Карачаево-Черкесская Республика,2020,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
13559,Архангельская область,Карачаево-Черкесская Республика,2020,14,0,0,2,0,1,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,5
13560,Hенецкий авт.округ,Карачаево-Черкесская Республика,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13561,Архангельская область без Ненецкого АО,Карачаево-Черкесская Республика,2020,14,0,0,2,0,1,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,5
13562,Вологодская область,Карачаево-Черкесская Республика,2020,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
13563,Калининградская область,Карачаево-Черкесская Республика,2020,16,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,2,1,0,0,0,0,0,1,8
13564,Ленинградская область,Карачаево-Черкесская Республика,2020,33,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16
13565,Мурманская область,Карачаево-Черкесская Республика,2020,10,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3
13566,Новгородская область,Карачаево-Черкесская Республика,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13567,Псковская область,Карачаево-Черкесская Республика,2020,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
13568,г.Санкт-Петербург,Карачаево-Черкесская Республика,2020,131,2,1,18,4,2,5,3,0,1,5,0,0,1,0,0,2,0,0,0,1,1,5,2,0,33
13569,Южный федеральный округ,Карачаево-Черкесская Республика,2020,944,24,11,52,11,9,13,7,1,7,47,10,12,7,8,5,18,1,14,1,12,10,12,11,22,390
13570,Республика Адыгея,Карачаево-Черкесская Республика,2020,55,2,1,4,0,0,2,1,0,0,6,0,1,2,0,2,2,0,0,0,0,0,0,2,1,23
13571,Республика Калмыкия,Карачаево-Черкесская Республика,2020,12,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8
13572,Республика Крым,Карачаево-Черкесская Республика,2020,35,1,0,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,20
13573,Краснодарский край,Карачаево-Черкесская Республика,2020,547,12,7,29,5,4,7,5,1,5,31,9,10,3,4,2,13,1,11,1,8,10,9,6,9,212
13574,Астраханская область,Карачаево-Черкесская Республика,2020,23,0,0,2,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,2,13
13575,Волгоградская область,Карачаево-Черкесская Республика,2020,54,0,0,2,0,2,0,0,0,0,4,0,1,0,1,1,0,0,0,0,1,0,1,0,2,31
13576,Ростовская область,Карачаево-Черкесская Республика,2020,198,7,2,12,4,1,3,1,0,2,4,1,0,1,2,0,3,0,3,0,1,0,1,2,5,77
13577,г.Севастополь,Карачаево-Черкесская Республика,2020,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
13578,Северо-Кавказский федеральный округ,Карачаево-Черкесская Республика,2020,5567,34,55,442,35,101,158,72,17,44,306,36,109,64,59,11,156,25,103,6,80,22,66,22,335,3227
13579,Республика Дагестан,Карачаево-Черкесская Республика,2020,68,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,56
13580,Республика Ингушетия,Карачаево-Черкесская Республика,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13581,Кабардино-Балкарская Республика,Карачаево-Черкесская Республика,2020,56,1,0,6,2,0,3,0,0,1,2,0,0,2,0,0,0,0,0,0,2,1,0,1,10,31
13582,Карачаево-Черкесская Республика,Карачаево-Черкесская Республика,2020,3812,13,43,315,23,69,108,55,16,36,224,24,75,48,55,9,105,18,75,5,58,16,50,16,230,2468
13583,Республика Северная Осетия- Алания,Карачаево-Черкесская Республика,2020,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,19
13584,Чеченская Республика,Карачаево-Черкесская Республика,2020,18,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,13
13585,Ставропольский край,Карачаево-Черкесская Республика,2020,1579,15,11,117,10,32,43,17,1,7,78,11,34,14,4,2,50,7,27,1,19,5,16,5,89,640
13586,Приволжский федеральный округ,Карачаево-Черкесская Республика,2020,143,5,1,11,2,4,3,1,1,0,6,2,3,1,0,0,2,0,2,0,2,0,2,3,3,81
13587,Республика Башкортостан,Карачаево-Черкесская Республика,2020,25,0,0,2,0,0,1,1,0,0,2,2,0,0,0,0,1,0,1,0,0,0,1,2,0,12
13588,Республика Марий Эл,Карачаево-Черкесская Республика,2020,8,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
13589,Республика Мордовия,Карачаево-Черкесская Республика,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13590,Республика Татарстан(Татарстан),Карачаево-Черкесская Республика,2020,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
13591,Удмуртская Республика,Карачаево-Черкесская Республика,2020,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
13592,Чувашская Республика(Чувашия),Карачаево-Черкесская Республика,2020,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
13593,Пермский край,Карачаево-Черкесская Республика,2020,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
13594,Кировская область,Карачаево-Черкесская Республика,2020,6,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
13595,Hижегородская область,Карачаево-Черкесская Республика,2020,13,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
